box,harness,model,seed,counted,source,status,holdout_auc,holdout_ap,baseline_auc,best_eval_auc,eval_minus_holdout,refit_suspect,violations,violations_hard,violations_review,frame_stats,frame_stats_kinds,frame_stats_lines,best_commit_holdout_auc,delivered_minus_best_commit,n_experiments,n_ok,n_timeout,n_crash,timed_out,stalled,disk_blowup,cpu_killed,cpu_refusals,cpu_over_budget,fits_total,fits_uncounted,cpu_seconds_counted,cpu_seconds_uncounted,cpu_seconds_container,exit_code,endpoint_at_end,final_md_written,provider_error,provider_error_recorded,holdout_error,wall_minutes,tokens_in,tokens_out,started,ended,cpuset,scored_on
var1,hermes,deepseek-4.1-flash,11,True,runs,scored,0.7284248637040001,0.7204895388086082,0.714770751736,0.7278,-0.0006,False,,,,False,,,0.7284248637040001,0.0,40,39,0,1,False,False,False,False,0,False,668,53,823.1,128.7,1111.8,0,ok,True,,,,17.3,10483258,91831,2026-09-16T05:45:42+00:00,2026-09-16T06:02:59+00:00,0-3,Linux-x86_64-docker
var1,hermes,deepseek-4.1-flash,12,True,runs,scored,0.7436737869379999,0.7341129797661418,0.714770751736,0.7444,0.0007,False,,,,False,,,0.7436737869379999,0.0,40,40,0,0,False,False,False,False,0,False,66,0,5409.0,0.4,5795.9,0,ok,True,,,,31.5,7683808,52068,2026-09-16T06:41:41+00:00,2026-09-16T07:13:13+00:00,4-7,Linux-x86_64-docker
var1,hermes,deepseek-4.1-flash,13,True,runs,scored,0.75015976708,0.7413963215207207,0.714770751736,0.7498,-0.0004,False,,,,False,,,0.75015976708,0.0,40,38,2,0,False,False,False,False,0,False,469,102,143.2,1606.2,13290.8,0,ok,True,,,,68.0,11684644,81958,2026-09-16T08:12:25+00:00,2026-09-16T09:20:27+00:00,8-11,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,14,True,runs,scored,0.776647053484,0.768397337349824,0.714770751736,0.7592,-0.0174,False,,,,True,groupby;rank;transform;value_counts,85: return (num.map(num.value_counts()) / den.map(den.value_counts())).to_numpy(dtype=float) | 85: return (num.map(num.value_counts()) / den.map(den.value_counts())).to_numpy(dtype=float) | 85: return (num.map(num.value_counts()) / den.map(den.value_counts())).to_numpy(dtype=float),0.776647053484,0.0,40,39,0,1,False,False,False,False,0,False,318,0,6949.7,4.1,7573.2,0,ok,True,,,,44.3,11975812,69827,2026-09-15T16:26:10+00:00,2026-09-15T17:10:29+00:00,8-11,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,15,True,runs,scored,0.803630404558,0.7962011989652666,0.714770751736,0.7965,-0.0071,False,suspicious-train-py:holdout,,suspicious-train-py:holdout,True,groupby;transform;value_counts,"165: X[""sc_"" + child] = X.groupby(parent)[child].transform( | 163: X[""s_"" + c] = (X[c].map(X[c].value_counts()) / n).to_numpy() | 165: X[""sc_"" + child] = X.groupby(parent)[child].transform(",0.803630404558,0.0,11,10,0,1,False,True,False,False,0,False,515,492,528.9,10839.2,12714.5,137,ok,False,,,,83.1,12738306,134797,2026-09-15T17:50:05+00:00,2026-09-15T19:13:09+00:00,4-7,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,16,True,runs,scored,0.74565149133,0.7365190788333691,0.714770751736,0.7448,-0.0009,False,,,,False,,,0.74565149133,0.0,40,39,0,1,False,False,False,False,0,False,186,0,4014.3,2.4,4410.8,0,ok,True,,,,25.8,3106763,33716,2026-09-15T19:14:27+00:00,2026-09-15T19:40:16+00:00,4-7,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,17,True,runs,scored,0.75502976336,0.7467847495359174,0.714770751736,0.756,0.001,False,,,,False,,,0.7551966070740002,-0.0002,40,40,0,0,False,False,False,False,0,False,172,0,4917.6,0.3,5490.0,0,ok,True,,,,35.4,7708687,67967,2026-09-15T20:44:13+00:00,2026-09-15T21:19:35+00:00,4-7,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,18,True,runs,scored,0.74932203146,0.7382494609859703,0.714770751736,0.748,-0.0013,False,,,,False,,,0.74932203146,0.0,40,40,0,0,False,False,False,False,0,False,244,0,7333.4,1.1,7908.6,0,ok,True,,,,47.0,13894668,72796,2026-09-15T22:00:29+00:00,2026-09-15T22:47:31+00:00,12-15,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,19,True,runs,scored,0.7497131786340001,0.7407619301370145,0.714770751736,0.7479,-0.0018,False,,,,False,,,0.7497131786340001,0.0,40,38,0,2,False,False,False,False,0,False,149,0,3244.3,1.2,3708.5,0,ok,True,,,,28.6,9346669,63408,2026-09-15T22:57:44+00:00,2026-09-15T23:26:23+00:00,8-11,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,20,True,runs,scored,0.748862156468,0.7406286413607112,0.714770751736,0.7483,-0.0006,False,,,,False,,,0.748862156468,0.0,40,38,0,2,False,False,False,False,0,False,147,0,5894.1,1.1,6568.2,0,ok,True,,,,37.8,8081519,46224,2026-09-16T00:05:04+00:00,2026-09-16T00:42:50+00:00,4-7,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,21,True,runs,scored,0.765944089366,0.750518645847275,0.714770751736,0.766,0.0001,False,suspicious-train-py:holdout,,suspicious-train-py:holdout,False,,,0.765944089366,0.0,40,40,0,0,False,False,False,False,0,False,3435,2949,2673.5,14159.1,17221.9,0,ok,True,,,,107.1,19078542,123526,2026-09-16T01:40:23+00:00,2026-09-16T03:27:29+00:00,12-15,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,22,True,runs,scored,0.7483671339,0.740595731963781,0.714770751736,0.7481,-0.0003,False,,,,False,,,0.7483671339,0.0,18,18,0,0,False,False,False,False,0,False,381,355,1581.8,15184.9,17374.0,0,ok,True,,,,88.2,6397042,70229,2026-09-16T03:37:41+00:00,2026-09-16T05:05:54+00:00,4-7,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,23,True,runs,scored,0.7498462803300001,0.7422388084010512,0.714770751736,0.7499,0.0001,False,,,,False,,,0.7498462803300001,0.0,40,35,2,3,False,False,False,False,0,False,387,139,9650.4,6313.2,16808.0,0,ok,True,,,,90.3,15999357,92821,2026-09-16T05:55:49+00:00,2026-09-16T07:26:10+00:00,4-7,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,24,True,runs,scored,0.724141906882,0.7154777244306241,0.714770751736,0.7225,-0.0016,False,,,,False,,,0.724141906882,0.0,40,38,0,2,False,False,False,False,0,False,850,0,2617.6,2.5,2947.1,0,ok,True,,,,17.7,4244997,48264,2026-09-16T06:56:09+00:00,2026-09-16T07:13:53+00:00,12-15,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,25,True,runs,scored,0.730227967412,0.7216488053690983,0.714770751736,0.7294,-0.0008,False,,,,False,,,0.730227967412,0.0,40,40,0,0,False,False,False,False,0,False,182,0,1805.3,1.1,2239.6,0,ok,True,,,,15.6,6631152,43501,2026-09-16T07:32:33+00:00,2026-09-16T07:48:10+00:00,8-11,Linux-x86_64-docker
var2,hermes,deepseek-4.1-flash,26,True,runs,scored,0.7546000410520001,0.7404905695917602,0.714770751736,0.7545,-0.0001,False,,,,False,,,0.7546000410520001,0.0,40,39,0,1,False,False,False,False,0,False,369,131,7762.5,2802.1,11206.9,0,ok,True,,,,58.3,11061851,71519,2026-09-16T08:40:20+00:00,2026-09-16T09:38:36+00:00,4-7,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,27,True,runs,scored,0.76630549543,0.7549193785622398,0.714770751736,0.7669,0.0006,False,,,,False,,,0.76630549543,0.0,30,30,0,0,False,False,False,False,0,False,311,277,4970.6,12261.4,19419.0,0,ok,True,,,,111.9,15367028,90035,2026-09-15T16:39:18+00:00,2026-09-15T18:31:10+00:00,4-7,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,28,True,runs,scored,0.7452009062119999,0.7340087120951373,0.714770751736,0.744,-0.0012,False,,,,False,,,0.7452009062119999,0.0,40,33,5,2,False,False,False,False,0,False,65,0,9834.3,3.8,10414.9,0,ok,True,,,,54.6,5261865,54427,2026-09-15T17:51:30+00:00,2026-09-15T18:46:07+00:00,0-3,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,29,True,runs,scored,0.730504840442,0.7224664997403649,0.714770751736,0.7296,-0.0009,False,,,,False,,,0.730504840442,0.0,40,38,1,1,False,False,False,False,0,False,357,0,2790.0,4.2,3094.5,0,ok,True,,,,21.7,4658230,58358,2026-09-15T19:02:33+00:00,2026-09-15T19:24:14+00:00,4-7,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,30,True,runs,scored,0.7276025870959999,0.7193488804201806,0.714770751736,0.7285,0.0009,False,,,,False,,,0.7276025870959999,0.0,40,40,0,0,False,False,False,False,0,False,113,0,1663.9,10.1,1951.9,0,ok,True,,,,15.7,4784923,51467,2026-09-15T20:00:29+00:00,2026-09-15T20:16:08+00:00,4-7,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,31,True,runs,scored,0.732050991572,0.7228664547491541,0.714770751736,0.7309,-0.0012,False,,,,False,,,0.732050991572,0.0,40,39,0,1,False,False,False,False,0,False,376,0,6926.2,6.4,7616.7,0,ok,True,,,,43.4,7380119,65281,2026-09-15T21:45:59+00:00,2026-09-15T22:29:23+00:00,8-11,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,32,True,runs,scored,0.753492415282,0.7419213358667285,0.714770751736,0.7531,-0.0004,False,,,,False,,,0.753492415282,0.0,40,32,3,5,False,False,False,False,0,False,153,1,6810.5,5.1,7307.0,0,ok,True,,,,42.3,6859398,99018,2026-09-15T23:09:28+00:00,2026-09-15T23:51:48+00:00,12-15,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,33,True,runs,scored,0.754818389666,0.7422689327249317,0.714770751736,0.7542,-0.0006,False,,,,False,,,0.754818389666,0.0,40,39,1,0,False,False,False,False,0,False,454,129,8779.8,8707.1,18118.3,0,ok,True,,,,92.3,12626510,76461,2026-09-16T00:54:29+00:00,2026-09-16T02:26:44+00:00,8-11,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,34,True,runs,scored,0.7370515571759999,0.7285210507668531,0.714770751736,0.7372,0.0001,False,,,,False,,,0.7370515571759999,0.0,40,39,0,1,False,False,False,False,0,False,147,5,2332.8,36.3,2730.7,0,ok,True,,,,22.0,8536451,55142,2026-09-16T02:30:17+00:00,2026-09-16T02:52:17+00:00,8-11,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,35,True,runs,scored,0.7258355577160001,0.7166784062350987,0.714770751736,0.7253,-0.0005,False,,,,False,,,0.7258355577160001,0.0,40,40,0,0,False,False,False,False,0,False,204,3,5191.5,10.0,5752.6,0,ok,True,,,,33.2,7230009,61284,2026-09-16T03:07:48+00:00,2026-09-16T03:41:01+00:00,8-11,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,36,True,runs,scored,0.731698770902,0.7253689176498412,0.714770751736,0.7304,-0.0013,False,,,,False,,,0.731698770902,0.0,40,39,0,1,False,False,False,False,0,False,448,5,2610.0,31.7,3061.6,0,ok,True,,,,23.9,8317358,51710,2026-09-16T04:23:42+00:00,2026-09-16T04:47:35+00:00,0-3,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,37,True,runs,scored,0.735595304002,0.7260292151897725,0.714770751736,0.7354,-0.0002,False,,,,False,,,0.735595304002,0.0,40,39,0,1,False,False,False,False,0,False,285,0,2020.7,6.4,2574.4,0,ok,True,,,,18.9,6201784,49005,2026-09-16T05:29:39+00:00,2026-09-16T05:48:35+00:00,8-11,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,38,True,runs,scored,0.742538225632,0.7333720167372302,0.714770751736,0.7411,-0.0014,False,,,,False,,,0.742538225632,0.0,40,36,2,2,False,False,False,False,0,False,155,0,8975.9,6.9,9554.4,0,ok,True,,,,51.0,7307086,54412,2026-09-16T06:11:20+00:00,2026-09-16T07:02:22+00:00,8-11,Linux-x86_64-docker
var3,hermes,deepseek-4.1-flash,39,True,runs,scored,0.7492438780940001,0.7353840368362623,0.714770751736,0.7479,-0.0013,False,,,,False,,,0.7492438780940001,0.0,40,37,0,3,False,False,False,False,0,False,186,0,4114.9,2.5,0.0,0,ok,True,,,,24.5,3870024,46216,2026-09-16T07:39:12+00:00,2026-09-16T08:03:44+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,40,True,runs,scored,0.743053882022,0.7255408164407477,0.714770751736,0.7419,-0.0012,False,,,,False,,,0.743053882022,0.0,40,39,0,1,False,False,False,False,0,False,115,2,10935.0,17.8,12164.9,0,ok,True,,,,62.5,5395945,60804,2026-09-15T16:33:23+00:00,2026-09-15T17:35:55+00:00,8-11,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,41,True,runs,scored,0.738642691588,0.7278031269767951,0.714770751736,0.7377,-0.0009,False,,,,False,,,0.738642691588,0.0,40,35,0,5,False,False,False,False,0,False,130,0,5095.3,4.7,5523.6,0,ok,True,,,,30.9,3170704,38334,2026-09-15T17:40:26+00:00,2026-09-15T18:11:21+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,42,True,runs,scored,0.736833327464,0.7293705511643671,0.714770751736,0.7356,-0.0012,False,suspicious-train-py:holdout,,suspicious-train-py:holdout,False,,,0.736833327464,0.0,40,38,0,2,False,False,False,False,0,False,343,0,5296.8,1.1,5763.5,0,ok,True,,,,41.2,12677378,105485,2026-09-15T19:16:35+00:00,2026-09-15T19:57:46+00:00,8-11,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,43,True,runs,scored,0.7476398140320001,0.7367312705488157,0.714770751736,0.7465,-0.0011,False,,,,False,,,0.7476398140320001,0.0,40,38,0,2,False,False,False,False,0,False,44,0,2077.3,0.3,2430.9,0,ok,True,,,,22.8,8721604,54265,2026-09-15T20:13:15+00:00,2026-09-15T20:36:03+00:00,8-11,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,44,True,runs,scored,0.737823198728,0.7296047073965132,0.714770751736,0.7371,-0.0007,False,,,,False,,,0.73785837679,-0.0,40,39,1,0,False,False,False,False,0,False,388,0,6423.9,2.3,7049.9,0,ok,True,,,,37.8,8842158,54102,2026-09-15T20:55:13+00:00,2026-09-15T21:33:00+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,45,True,runs,scored,0.7409467300439999,0.7293622085472828,0.714770751736,0.7407,-0.0002,False,,,,False,,,0.7409467300439999,0.0,40,37,2,1,False,False,False,False,0,False,753,0,5916.9,2.7,6384.7,0,ok,True,,,,38.7,9354288,57094,2026-09-15T22:15:02+00:00,2026-09-15T22:53:42+00:00,4-7,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,46,True,runs,scored,0.7395051838059999,0.733718879151926,0.714770751736,0.7383,-0.0012,False,,,,False,,,0.7395051838059999,0.0,40,39,0,1,False,False,False,False,0,False,273,10,6875.4,344.9,7829.4,0,ok,True,,,,45.3,11592455,71522,2026-09-15T23:12:40+00:00,2026-09-15T23:57:56+00:00,8-11,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,47,True,runs,scored,0.7400705501560001,0.7287252325074542,0.714770751736,0.7408,0.0007,False,suspicious-train-py:holdout,,suspicious-train-py:holdout,False,,,0.7400705501560001,0.0,40,36,0,4,False,False,False,False,0,False,85,0,696.7,5.8,848.1,0,ok,True,,,,9.6,3246644,42432,2026-09-16T00:40:05+00:00,2026-09-16T00:49:41+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,48,True,runs,scored,0.745843062918,0.7325977942617095,0.714770751736,0.7453,-0.0005,False,,,,False,,,0.745843062918,0.0,40,38,1,1,False,False,False,False,0,False,352,14,2746.7,92.7,3096.1,0,ok,True,,,,22.4,8623523,76018,2026-09-16T01:22:58+00:00,2026-09-16T01:45:23+00:00,4-7,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,49,True,runs,scored,0.741338703726,0.7288202203379484,0.714770751736,0.7409,-0.0004,False,,,,False,,,0.741338703726,0.0,40,37,0,3,False,False,False,False,0,False,59,0,4460.0,5.1,4892.7,0,ok,True,,,,32.2,10378013,59722,2026-09-16T02:26:21+00:00,2026-09-16T02:58:34+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,50,True,runs,scored,0.748110929094,0.7375094635116064,0.714770751736,0.7476,-0.0005,False,,,,False,,,0.748110929094,0.0,40,40,0,0,False,False,False,False,0,False,201,0,8138.5,3.6,8701.6,0,ok,True,,,,47.8,4863008,52725,2026-09-16T03:55:25+00:00,2026-09-16T04:43:11+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,51,True,runs,scored,0.758871290088,0.7463626411737698,0.714770751736,0.76,0.0011,False,,,,False,,,0.758871290088,0.0,40,39,1,0,False,False,False,False,0,False,161,0,6210.2,1.2,6861.0,0,ok,True,,,,43.3,12241577,72393,2026-09-16T05:32:53+00:00,2026-09-16T06:16:11+00:00,12-15,Linux-x86_64-docker
var4,hermes,deepseek-4.1-flash,52,True,runs,scored,0.755038178026,0.7462903430101366,0.714770751736,0.7554,0.0004,False,,,,False,,,0.755038178026,0.0,40,38,1,1,False,False,False,False,0,False,503,368,7551.3,8952.7,17306.6,0,ok,True,,,,90.5,17700844,100459,2026-09-16T06:38:37+00:00,2026-09-16T08:09:08+00:00,0-3,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,1,True,runs,scored,0.7391197487060001,0.7290522531407003,0.714770751736,0.7391,-0.0,False,,,,False,,,0.7391197487060001,0.0,12,12,0,0,False,True,False,False,0,False,89,77,579.3,12471.8,15420.6,137,ok,False,,,,72.1,3082525,47846,2026-09-15T15:53:18+00:00,2026-09-15T17:05:23+00:00,8-11,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,2,True,runs,scored,0.728908973952,0.7187036494724839,0.714770751736,0.7286,-0.0003,False,,,,False,,,0.72897750292,-0.0001,40,34,6,0,False,False,False,False,0,False,160,0,10765.0,2.9,11418.0,0,ok,True,,,,60.7,6507549,66481,2026-09-15T17:04:42+00:00,2026-09-15T18:05:23+00:00,12-15,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,3,True,runs,scored,0.7439810344879999,0.7335965417930699,0.714770751736,0.7431,-0.0009,False,,,,False,,,0.7439810344879999,0.0,40,37,3,0,False,False,False,False,0,False,564,0,5900.0,0.4,6306.5,0,ok,True,,,,38.5,5797296,74195,2026-09-15T18:42:54+00:00,2026-09-15T19:21:26+00:00,8-11,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,4,True,runs,scored,0.753915058492,0.7429870266679776,0.714770751736,0.7529,-0.001,False,,,,False,,,0.753915058492,0.0,27,24,3,0,False,False,False,False,0,False,562,431,7867.1,9779.0,18400.2,0,ok,True,,,,92.8,5481427,72833,2026-09-15T20:18:51+00:00,2026-09-15T21:51:39+00:00,0-3,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,5,True,runs,scored,0.7449573894279999,0.7381025266591608,0.714770751736,0.7453,0.0003,False,,,,False,,,0.7449573894279999,0.0,15,11,1,3,False,False,False,False,0,True,298,272,2419.7,15615.9,18625.1,0,ok,True,,,,93.4,10468593,140623,2026-09-15T21:35:12+00:00,2026-09-15T23:08:37+00:00,4-7,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,6,True,runs,scored,0.7333791045720001,0.7242679065217333,0.714770751736,0.7335,0.0001,False,,,,False,,,0.7333791045720001,0.0,40,36,0,4,False,False,False,False,0,False,79,4,4710.8,153.7,5369.5,0,ok,True,,,,32.8,6793738,43666,2026-09-15T23:15:38+00:00,2026-09-15T23:48:27+00:00,8-11,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,7,True,runs,scored,0.7352000118140001,0.7260872898839004,0.714770751736,0.7348,-0.0004,False,,,,False,,,0.7352000118140001,0.0,40,39,1,0,False,False,False,False,0,False,99,0,5948.3,2.0,6876.8,0,ok,True,,,,37.0,4951566,31596,2026-09-16T00:12:04+00:00,2026-09-16T00:49:01+00:00,0-3,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,8,True,runs,scored,0.720099610284,0.7125743119246677,0.714770751736,0.7206,0.0005,False,,,,False,,,0.720099610284,0.0,7,4,0,3,False,True,False,False,0,False,723,717,102.5,10109.4,11113.6,137,ok,False,,,,52.1,1866828,42370,2026-09-16T01:26:39+00:00,2026-09-16T02:18:44+00:00,8-11,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,9,True,runs,scored,0.7188904210260001,0.7082219555281317,0.714770751736,0.7179,-0.001,False,,,,False,,,0.7188904210260001,0.0,40,39,0,1,False,False,False,False,0,False,268,5,475.8,11.4,611.3,0,ok,True,,,,10.7,6106571,47528,2026-09-16T02:33:40+00:00,2026-09-16T02:44:20+00:00,8-11,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,10,True,runs,scored,0.73147696521,0.722578411201624,0.714770751736,0.7321,0.0006,False,,,,False,,,0.73147696521,0.0,40,34,3,3,False,False,False,False,0,False,109,0,7579.7,2.1,8332.2,0,ok,True,,,,44.4,6148913,54152,2026-09-16T03:42:39+00:00,2026-09-16T04:27:02+00:00,12-15,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,11,True,runs,scored,0.72335584216,0.7130080257644529,0.714770751736,0.7219,-0.0015,False,,,,False,,,0.72335584216,0.0,40,40,0,0,False,False,False,False,0,False,1048,0,1825.8,5.7,2009.0,0,ok,True,,,,17.4,7564427,58724,2026-09-16T05:06:04+00:00,2026-09-16T05:23:27+00:00,12-15,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,12,True,runs,scored,0.7461150353699999,0.7375823267924071,0.714770751736,0.7458,-0.0003,False,,,,False,,,0.7461150353699999,0.0,40,31,4,5,False,False,False,False,0,False,147,0,6099.3,0.5,6584.7,0,ok,True,,,,35.4,8059937,31789,2026-09-16T06:28:07+00:00,2026-09-16T07:03:30+00:00,8-11,Linux-x86_64-docker
var1,hermes,glm-5.3-flash,13,True,runs,scored,0.747349406688,0.7373360123418318,0.714770751736,0.7469,-0.0004,False,,,,False,,,0.747349406688,0.0,17,16,0,1,False,False,False,False,1,True,850,678,2760.0,15254.8,18850.6,0,ok,True,,,,92.2,9488240,86800,2026-09-16T07:15:56+00:00,2026-09-16T08:48:05+00:00,4-7,Linux-x86_64-docker
var2,hermes,glm-5.3-flash,14,True,runs,scored,0.7289102172799999,0.7182085247477012,0.714770751736,0.7279,-0.001,False,,,,False,,,0.7289102172799999,0.0,40,34,1,5,False,False,False,False,0,False,1149,0,7089.7,4.3,7650.5,0,ok,True,,,,39.4,5264473,38925,2026-09-15T15:42:00+00:00,2026-09-15T16:21:22+00:00,8-11,Linux-x86_64-docker
